,Point,PlotName,date,PositionX,PositionY,X.LiveGrass,X.LiveForb,X.Shrub,X.DeadGrass,X.OtherDead,X.Litter,X.Bare,Observer,X.DeadAndLitter,gr,fire,burnyr,elev,soil,slope,Spring,BrLagOne,BrLagTwo,time,month,year,month,year,mgmt
8465,veg_C3SB_01,C3SB,8/1/2022,711219,4330980,0.7,0.1,10,0,10,0,0.001,ENS,0.001,cattle,3,1,404.9020081,4530,0.285963405,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8466,veg_C3SB_09,C3SB,8/1/2022,711510,4330305,0.4,0.15,0,10,10,10,0.15,ENS,0.2,cattle,3,1,421.8300171,4530,0.243318685,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8467,veg_C3SB_07,C3SB,8/1/2022,711702,4330126,0.4,0.05,0,30,10,10,0.05,ENS,0.4,cattle,3,1,416.5710144,4530,0.080747978,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8468,veg_C3SB_02,C3SB,8/1/2022,711946,4330528,0.15,0.8,0,0,0,5,0.001,ENS,0.05,cattle,3,1,416.0990295,4530,0.044899314,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8469,veg_C3SB_04,C3SB,8/1/2022,711805,4330668,0.5,0.05,0,25,5,10,0.1,ENS,0.35,cattle,3,1,409.1930237,4530,0.153663465,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8470,veg_C3SB_06,C3SB,8/1/2022,711245,4330695,0.7,0.2,0,10,0,0,0.001,ENS,0.1,cattle,3,1,407.8970337,4530,0.10413043,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8471,veg_C3SB_03,C3SB,8/1/2022,711357,4330696,0.4,0.15,0,10,5,10,0.2,ENS,0.2,cattle,3,1,407.815033,4530,0.135001191,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8472,veg_C3SB_08,C3SB,8/1/2022,711216,4330534,0.55,0.05,0,15,0,10,0.15,ENS,0.25,cattle,3,1,416.1500244,4530,0.18479326,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8473,veg_C3SB_10,C3SB,8/1/2022,711352,4330511,0.3,0.4,0,5,5,10,0.1,ENS,0.15,cattle,3,1,425.2450256,4530,0.229381162,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8474,veg_K2A_10,K2A,8/1/2022,710192,4330469,0.8,0.05,0,10,0,5,0.001,ENS,0.15,ungr,2,1,380.8890076,4590,0.144229173,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8475,veg_K2A_05,K2A,8/1/2022,710222,4330365,0.4,0.3,0,15,5,5,0.05,ENS,0.2,ungr,2,1,389.0760193,4590,0.285695469,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8476,veg_K2A_06,K2A,8/1/2022,710412,4330657,0.65,0.001,0,10,10,10,0.05,ENS,0.2,ungr,2,1,403.4880066,4530,0.109875107,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8477,veg_K2A_08,K2A,8/1/2022,710306,4330696,0.25,0.35,0,20,5,10,0.05,ENS,0.3,ungr,2,1,403.6850281,4530,0.176481992,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8478,veg_K2A_09,K2A,8/1/2022,710171,4330630,0.65,0.1,0,5,5,10,0.05,ENS,0.15,ungr,2,1,405.6180115,4530,0.128476403,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8479,veg_K2A_01,K2A,8/1/2022,710009,4330551,0.35,0.25,0,15,5,0,0.2,ENS,0.15,ungr,2,1,394.5830078,4590,0.232880965,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8480,veg_K2A_07,K2A,8/1/2022,710903,4330651,0.65,0.25,0,5,0,5,0.001,ENS,0.1,ungr,2,1,413.5490112,4625,0.033308933,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8481,veg_K2A_03,K2A,8/1/2022,710725,4330517,0.4,0.001,0,30,0,10,0.2,ENS,0.4,ungr,2,1,406.6330261,4530,0.169730316,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8482,veg_K2A_04,K2A,8/1/2022,710575,4330556,0.65,0.1,0,5,0,15,0.05,ENS,0.2,ungr,2,1,392.2520142,4590,0.250021166,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8483,veg_K2A_02,K2A,8/1/2022,710629,4330748,0.5,0.05,0,15,5,10,0.15,ENS,0.25,ungr,2,1,408.2380066,4530,0.148304152,142.2,256.5,384.1,3044,8,2022,8,2022,ungr2
8484,veg_C3SA_07,C3SA,8/1/2022,710870,4331535,0.68,0.05,0,25,2,0,0.001,MRB,0.25,cattle,3,0,387.1300049,4590,0.14155296,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8485,veg_C3SA_05,C3SA,8/1/2022,710897,4331946,0.03,0.02,85,10,0,0,0.001,MRB,0.1,cattle,3,0,376.5580139,4590,0.135077688,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8486,veg_C3SA_09,C3SA,8/1/2022,710926,4330765,0.3,0.5,0,15,5,0,0.001,MRB,0.15,cattle,3,0,414.7800293,4530,0.02010771,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8487,veg_C3SA_01,C3SA,8/1/2022,710976,4331014,0.6,0.05,0,30,0,0,0.05,MRB,0.3,cattle,3,0,409.11203,4530,0.125504819,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8488,veg_C3SA_10,C3SA,8/1/2022,711155,4331037,0.5,0.1,35,5,0,0,0.001,MRB,0.05,cattle,3,0,410.3480225,4530,0.126895756,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8489,veg_C3SA_04,C3SA,8/1/2022,711155,4331236,0.4,0.4,0,15,5,0,0.001,MRB,0.15,cattle,3,0,405.8750305,4590,0.105595253,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8490,veg_C3SA_03,C3SA,8/1/2022,710728,4331919,0.33,0.5,0,10,2,5,0.001,MRB,0.15,cattle,3,0,381.5710144,4590,0.242033148,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8491,veg_C3SA_06,C3SA,8/1/2022,710858,4332330,0.4,0.15,0,40,0,5,0.001,MRB,0.45,cattle,3,0,362.1360168,4590,0.281261716,142.2,256.5,384.1,3044,8,2022,8,2022,cattle3
8492,veg_COB_05,COB,8/2/2022,713294,4334362,0.6,0.1,0,15,3,5,0.07,NAW,0.2,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8493,veg_COB_07,COB,8/2/2022,713415,4334350,0.35,0.4,0,10,0,5,0.1,NAW,0.15,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8494,veg_COB_01,COB,8/2/2022,713286,4334227,0.55,0.2,0,7,3,3,0.12,NAW,0.1,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8495,veg_COB_06,COB,8/2/2022,713233,4334177,0.25,0.3,0,15,2,8,0.2,NAW,0.23,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8496,veg_COB_02,COB,8/2/2022,713432,4334191,0.25,0.2,0,15,5,15,0.2,NAW,0.3,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8497,veg_COB_09,COB,8/2/2022,713259,4334064,0.5,0.06,0,40,0,0,0.04,NAW,0.4,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8498,veg_COB_04,COB,8/2/2022,712903,4334249,0.5,0.25,0,15,0,5,0.05,NAW,0.2,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8499,veg_COB_08,COB,8/2/2022,712991,4334527,0.3,0.5,0,5,0,5,0.1,NAW,0.1,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8500,veg_COB_10,COB,8/2/2022,713217,4334483,0.7,0.15,0,5,0,0,0.1,NAW,0.05,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8501,veg_COB_03,COB,8/2/2022,713466,4334577,0.35,0.35,0,10,0,5,0.15,NAW,0.15,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3045,8,2022,8,2022,cattle3
8502,veg_N1B_09,N1B,8/3/2022,709505,4329035,0.15,0.6,0,10,2,6,0.07,NAW,0.16,bison,1,1,400.7140198,4530,0.058670404,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8503,veg_N1B_08,N1B,8/3/2022,709758,4329021,0.25,0.3,0,20,3,2,0.2,NAW,0.22,bison,1,1,386.3670044,4051,0.158160007,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8504,veg_N1B_10,N1B,8/3/2022,710018,4329021,0.15,0.75,0,2,1,5,0.02,NAW,0.07,bison,1,1,413.1000061,4530,0.009260526,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8505,veg_N1B_04,N1B,8/3/2022,710101,4328963,0.1,0.6,0,5,5,10,0.1,NAW,0.15,bison,1,1,412.3650208,4530,0.034365913,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8506,veg_N1B_05,N1B,8/3/2022,710182,4328844,0.6,0.2,0,5,0,5,0.1,NAW,0.1,bison,1,1,407.5290222,4530,0.101574867,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8507,veg_N1B_07,N1B,8/3/2022,710229,4328665,0.15,0.2,0,15,5,2,0.43,NAW,0.17,bison,1,1,414.434021,4530,0.074020388,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8508,veg_N1B_03,N1B,8/3/2022,710721,4328581,0.3,0.3,0,20,5,8,0.07,NAW,0.28,bison,1,1,439.4490356,4530,0.069232367,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8509,veg_N1B_01,N1B,8/3/2022,710429,4328287,0.2,0.05,60,0,0,8,0.07,NAW,0.08,bison,1,1,438.0110168,4530,0.027754119,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8510,veg_N1B_06,N1B,8/3/2022,709657,4328648,0.2,0.25,0,10,5,10,0.3,NAW,0.2,bison,1,1,402.3630066,4530,0.134742663,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8511,veg_N1B_02,N1B,8/3/2022,709914,4328481,0.1,0.1,75,0,5,0,0.001,NAW,0.001,bison,1,1,404.1850281,4530,0.062517224,142.2,256.5,384.1,3046,8,2022,8,2022,bison1
8512,veg_K1B_10,K1B,8/4/2022,711090,4329997,0.7,0.2,0,10,0,0,0.001,ECB,0.1,ungr,1,1,411.9860229,4530,0.056450843,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8513,veg_K1B_02,K1B,8/4/2022,711248,4330030,0.55,0.25,0,15,0,0,0.05,ECB,0.15,ungr,1,1,416.7160339,4530,0.162300847,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8514,veg_K1B_06,K1B,8/4/2022,711089,4330379,0.3,0.55,0,0,0,10,0.05,ECB,0.1,ungr,1,1,426.5380249,4530,0.260099944,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8515,veg_K1B_07,K1B,8/4/2022,711412,4330206,0.3,0.45,0,15,5,0,0.05,ECB,0.15,ungr,1,1,431.256012,4530,0.364816551,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8516,veg_K1B_04,K1B,8/4/2022,711314,4329415,0.75,0.001,0,20,0,0,0.05,ECB,0.2,ungr,1,1,418.3980103,4530,0.035562481,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8517,veg_K1B_01,K1B,8/4/2022,711012,4329459,0.6,0.15,0,15,5,5,0.001,ECB,0.2,ungr,1,1,430.5910339,4530,0.317287589,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8518,veg_K1B_09,K1B,8/4/2022,710923,4329755,0.4,0.25,0,15,0,0,0.2,ECB,0.15,ungr,1,1,413.3050232,4625,0.063566198,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8519,veg_K1B_03,K1B,8/4/2022,710749,4329954,0.4,0.3,0,10,10,5,0.05,ECB,0.15,ungr,1,1,396.5470276,4530,0.13365387,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8520,veg_K1B_08,K1B,8/4/2022,711457,4329834,0.75,0.05,0,15,0,5,0.001,ECB,0.2,ungr,1,1,438.2330322,4530,0.019241873,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8521,veg_K1B_05,K1B,8/4/2022,711304,4329680,0.4,0.4,0,15,0,5,0.001,ECB,0.2,ungr,1,1,413.8530273,4530,0.148950353,142.2,256.5,384.1,3047,8,2022,8,2022,ungr1
8522,veg_N1A_09,N1A,7/28/2022,708288,4329552,0.15,0.15,0,5,20,15,0.3,ENS,0.2,bison,1,1,383.7640076,4590,0.207860059,142.2,256.5,384.1,3040,7,2022,7,2022,bison1
8523,veg_N1A_09,N1A,7/28/2022,708288,4329552,0.15,0.15,0,5,20,15,0.3,ENS,0.2,bison,1,1,383.7640076,4590,0.207860059,142.2,256.5,384.1,3040,7,2022,7,2022,bison1
10905,veg_K2A_07,K2A,5/25/2022,710898,4330646,0.7,0.05,0,0,0,5,0.2,MDR,0.05,ungr,2,1,413.28302,4530,0.020922757,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
10906,veg_K2A_03,K2A,5/25/2022,710720,4330512,0.25,0.55,0,0,0,5,0.1,MDR,0.05,ungr,2,1,406.2820129,4530,0.206444415,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
10907,veg_K2A_04,K2A,5/25/2022,710570,4330551,0.45,0.2,10,0,0,5,0.2,MDR,0.05,ungr,2,1,391.2690125,4590,0.30288512,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
10908,veg_K2A_02,K2A,5/25/2022,710624,4330743,0.3,0.15,0,0,5,5,0.45,MDR,0.05,ungr,2,1,407.2030334,4530,0.114129317,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
10909,veg_K2A_06,K2A,5/25/2022,710407,4330652,0.75,0.05,0,0,5,5,0.1,MDR,0.05,ungr,2,1,403.6470337,4530,0.153014472,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
10910,veg_K2A_08,K2A,5/25/2022,710301,4330691,0.4,0.15,0,5,0,5,0.35,MDR,0.1,ungr,2,1,402.9150085,4530,0.147186737,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
10911,veg_K2A_09,K2A,5/25/2022,710166,4330625,0.2,0.25,0,5,0,5,0.15,MDR,0.1,ungr,2,1,405.1940308,4530,0.133230834,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
10912,veg_K2A_10,K2A,5/25/2022,710187,4330464,0.5,0.1,0,5,0,5,0.3,MDR,0.1,ungr,2,1,380.2670288,4590,0.159119315,142.2,256.5,384.1,2976,5,2022,5,2022,ungr2
10913,veg_N1B_06,N1B,5/25/2022,709652,4328643,0.15,0.1,0,10,10,15,0.4,ECB,0.25,bison,1,1,403.5360107,4530,0.158075989,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
10914,veg_N1B_08,N1B,5/25/2022,709753,4329016,0.35,0.2,0,5,10,5,0.25,ECB,0.1,bison,1,1,385.8780212,4051,0.138762567,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
10915,veg_N1B_09,N1B,5/25/2022,709500,4329030,0.3,0.05,0,5,0,15,0.45,ECB,0.2,bison,1,1,401.1330261,4530,0.101693527,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
10916,veg_N1B_04,N1B,5/25/2022,710096,4328958,0.2,0.35,0,10,5,10,0.25,ECB,0.2,bison,1,1,412.1170044,4530,0.048306298,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
10917,veg_N1B_10,N1B,5/25/2022,710013,4329016,0.2,0.4,0,15,0,15,0.1,NAW,0.3,bison,1,1,412.9470215,4530,0.029451172,142.2,256.5,384.1,2976,5,2022,5,2022,bison1
10918,veg_C3SA_09,C3SA,5/25/2022,710921,4330760,0.25,0.55,0,5,5,10,0.001,ENS,0.15,cattle,3,0,414.9260254,4530,0.050126391,142.2,256.5,384.1,2976,5,2022,5,2022,cattle3
10919,veg_C3SA_03,C3SA,5/25/2022,710723,4331914,0.35,0.03,0,50,5,7,0.001,ENS,0.57,cattle,3,0,381.2580261,4590,0.265992598,142.2,256.5,384.1,2976,5,2022,5,2022,cattle3
10920,veg_C3SA_05,C3SA,5/25/2022,710892,4331941,0.15,0.7,0,15,0,0,0.001,ENS,0.15,cattle,3,0,377.5750122,4590,0.130695636,142.2,256.5,384.1,2976,5,2022,5,2022,cattle3
10921,veg_C3SA_06,C3SA,5/25/2022,710853,4332325,0.3,0.25,0,40,0,5,0.001,ENS,0.45,cattle,3,0,364.7310181,4590,0.346918706,142.2,256.5,384.1,2976,5,2022,5,2022,cattle3
10922,veg_C3A_07,C3A,5/26/2022,712508,4330110,0.2,0.15,0,35,15,10,0.05,ECB,0.45,cattle,3,1,419.7820129,4783,0.070005974,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10923,veg_C3A_05,C3A,5/26/2022,712704,4330281,0.15,0.2,0,10,10,15,0.3,ECB,0.25,cattle,3,1,415.2510071,4625,0.087510626,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10924,veg_C3A_01,C3A,5/26/2022,712796,4330382,0.2,0.15,0,15,5,20,0.25,ECB,0.35,cattle,3,1,420.5610352,4625,0.020373114,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10925,veg_C3A_04,C3A,5/26/2022,712528,4330317,0.15,0.25,0,30,5,15,0.1,ECB,0.45,cattle,3,1,419.11203,4783,0.066515397,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10926,veg_C3A_06,C3A,5/26/2022,711707,4329783,0.25,0.1,0,35,5,5,0.2,ECB,0.4,cattle,3,1,439.7210083,4530,0.010791762,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10927,veg_C3A_09,C3A,5/26/2022,712006,4329875,0.1,0.05,0,60,3,7,0.15,ECB,0.67,cattle,3,1,426.8610229,4530,0.142364813,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10928,veg_C3A_08,C3A,5/26/2022,712320,4329969,0.25,0.15,0,10,8,7,0.35,ECB,0.17,cattle,3,1,420.3930054,4530,0.072159651,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10929,veg_C3A_10,C3A,5/26/2022,712402,4330092,0.25,0.2,0,20,5,15,0.15,ECB,0.35,cattle,3,1,427.5460205,4530,0.132151589,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10930,veg_C3A_02,C3A,5/26/2022,712336,4330260,0.25,0.25,10,15,10,10,0.05,ECB,0.25,cattle,3,1,425.6230164,4783,0.053214554,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10931,veg_C3A_03,C3A,5/26/2022,712147,4330085,0.3,0.15,0,25,3,7,0.2,ECB,0.32,cattle,3,1,439.8790283,4530,0.081387415,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10932,veg_C3C_10,C3C,5/26/2022,712545,4329242,0.25,0.5,0,5,5,5,0.1,MDR,0.1,cattle,3,0,418.5720215,4530,0.066842597,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10933,veg_C3C_04,C3C,5/26/2022,712090,4328645,0.5,0.1,0,25,5,5,0.05,MDR,0.3,cattle,3,0,436.7410278,4530,0.17858968,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10934,veg_C3C_01,C3C,5/26/2022,711690,4329168,0.3,0.1,15,20,10,5,0.1,MDR,0.25,cattle,3,0,436.65802,4530,0.258599977,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10935,veg_C3C_09,C3C,5/26/2022,711986,4329028,0.45,0.15,0,25,10,5,0.001,MDR,0.3,cattle,3,0,424.303009,4530,0.199482608,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10936,veg_C3C_05,C3C,5/26/2022,711720,4328732,0.3,0.25,0,15,0,10,0.2,MDR,0.25,cattle,3,0,440.539032,4530,0.03818437,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10937,veg_C3C_07,C3C,5/26/2022,711781,4328401,0.35,0.2,0,10,10,10,0.15,MDR,0.2,cattle,3,0,441.2190247,4530,0.031299228,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10938,veg_C3C_08,C3C,5/26/2022,712102,4329294,0.2,0.4,0,20,5,10,0.05,MDR,0.3,cattle,3,0,429.9460144,4530,0.094043505,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10939,veg_C3C_06,C3C,5/26/2022,712311,4329289,0.3,0.45,0,5,5,10,0.05,MDR,0.15,cattle,3,0,419.8790283,4530,0.123535778,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10940,veg_C3C_02,C3C,5/26/2022,712410,4329198,0.15,0.1,0,55,5,10,0.05,MDR,0.65,cattle,3,0,414.5520325,4530,0.103176556,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10941,veg_C3SA_07,C3SA,5/26/2022,710865,4331530,0.3,0.2,0,25,10,5,0.1,ENS,0.3,cattle,3,0,387.3690186,4590,0.162784567,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10942,veg_C3SA_01,C3SA,5/26/2022,710971,4331009,0.5,0.3,0,10,5,5,0.001,ENS,0.15,cattle,3,0,408.6650085,4530,0.106843647,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10943,veg_C3SA_10,C3SA,5/26/2022,711150,4331032,0.05,0.001,95,0,0,0,0.001,ENS,0.001,cattle,3,0,409.8310242,4530,0.135059426,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10944,veg_C3SA_04,C3SA,5/26/2022,711150,4331231,0.25,0.2,0,5,5,30,0.15,ENS,0.35,cattle,3,0,406.0640259,4590,0.075671877,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10945,veg_C3SB_01,C3SB,5/26/2022,711214,4330975,0.001,0.05,90,0,0,0,0.05,ENS,0.001,cattle,3,1,407.36203,4530,0.146388496,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10946,veg_C3SA_08,C3SA,5/26/2022,711177,4331435,0.1,0.75,0,5,0,10,0.001,ENS,0.15,cattle,3,0,387.3970032,4590,0.211243578,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10947,veg_C3SB_06,C3SB,5/26/2022,711240,4330690,0.15,0.6,0,0,0,10,0.15,ENS,0.1,cattle,3,1,408.6390076,4530,0.120676603,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10948,veg_C3SB_03,C3SB,5/26/2022,711352,4330691,0.25,0.35,0,0,5,10,0.25,ENS,0.1,cattle,3,1,407.2060242,4530,0.12081532,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10949,veg_C3SB_10,C3SB,5/26/2022,711347,4330506,0.2,0.25,0,0,0,15,0.4,ENS,0.15,cattle,3,1,426.4620056,4530,0.327005327,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10950,veg_C3SB_09,C3SB,5/26/2022,711505,4330300,0.25,0.1,0,0,10,5,0.5,ENS,0.05,cattle,3,1,422.9440308,4530,0.227738479,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10951,veg_C3SB_07,C3SB,5/26/2022,711697,4330121,0.001,0.001,0,0,10,5,0.85,ENS,0.05,cattle,3,1,416.9270325,4530,0.172608868,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10952,veg_C3SB_08,C3SB,5/26/2022,711211,4330529,0.3,0.2,0,0,0,45,0.05,ENS,0.45,cattle,3,1,417.5550232,4530,0.199830372,142.2,256.5,384.1,2977,5,2022,5,2022,cattle3
10953,veg_2D_06,2D,5/27/2022,711322,4328524,0.2,0.2,0,60,0,0,0.001,ENS,0.6,ungr,2,0,429.6460266,4530,0.092840084,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10954,veg_2D_02,2D,5/27/2022,711582,4328660,0.2,0.3,0,40,0,10,0.001,ENS,0.5,ungr,2,0,441.6190186,4530,0.046433291,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10955,veg_2D_05,2D,5/27/2022,711185,4328305,0.3,0.35,0,15,10,10,0.001,ENS,0.25,ungr,2,0,423.5380249,4530,0.155509893,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10956,veg_2D_01,2D,5/27/2022,711268,4328074,0.2,0.75,0,5,0,0,0.001,ENS,0.05,ungr,2,0,423.6660156,4783,0.074501438,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10957,veg_2D_07,2D,5/27/2022,711244,4327971,0.7,0.15,0,15,0,0,0.001,ENS,0.15,ungr,2,0,424.4310303,4530,0.159947263,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10958,veg_2D_09,2D,5/27/2022,711478,4328421,0.45,0.1,0,40,0,5,0.001,ENS,0.45,ungr,2,0,440.9520264,4530,0.010447948,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10959,veg_2D_03,2D,5/27/2022,711175,4328853,0.3,0.001,0,70,0,0,0.001,ENS,0.7,ungr,2,0,441.6470337,4530,0.067503583,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10960,veg_2D_04,2D,5/27/2022,711210,4328732,0.8,0.1,0,5,5,0,0.001,ENS,0.05,ungr,2,0,440.3670349,4530,0.028111481,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10961,veg_2D_08,2D,5/27/2022,711160,4328593,0.35,0.35,0,25,0,5,0.001,ENS,0.3,ungr,2,0,439.2820129,4530,0.044513652,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10962,veg_2D_10,2D,5/27/2022,711116,4328507,0.75,0.001,0,25,0,0,0.001,ENS,0.25,ungr,2,0,440.1140137,4530,0.060271024,142.2,256.5,384.1,2978,5,2022,5,2022,ungr2
10963,veg_N2A_05,N2A,5/27/2022,706612,4329041,0.43,0.45,0,0,0,0,0.12,MRB,0.001,bison,2,1,407.1880188,4530,0.10873348,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
10964,veg_N2A_02,N2A,5/27/2022,706566,4329303,0.3,0.65,0,0,0,0,0.05,MRB,0.001,bison,2,1,398.9440308,4530,0.113797153,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
10965,veg_N2A_04,N2A,5/27/2022,706893,4329389,0.35,0.55,0,0,0,0,0.1,MRB,0.001,bison,2,1,380.9290161,4590,0.173849085,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
10966,veg_N2A_09,N2A,5/27/2022,706683,4329287,0.45,0.55,0,0,0,0,0.05,MRB,0.001,bison,2,1,388.940033,4590,0.134198111,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
10967,veg_N2A_08,N2A,5/27/2022,706474,4329488,0.6,0.25,0,0,0,0,0.15,MRB,0.001,bison,2,1,384.7080078,4530,0.295345174,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
10968,veg_N2A_07,N2A,5/27/2022,706825,4329663,0.45,0.1,0,0,0,0,0.45,MRB,0.001,bison,2,1,365.7950134,4590,0.111568275,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
10969,veg_N2A_01,N2A,5/27/2022,706572,4329415,0.5,0.3,0,0,0,0,0.2,MRB,0.001,bison,2,1,398.4780273,4530,0.041894662,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
10970,veg_N2A_10,N2A,5/27/2022,706587,4329415,0.3,0.45,0,0,0,0,0.25,MRB,0.001,bison,2,1,397.2880249,4530,0.122468997,142.2,256.5,384.1,2978,5,2022,5,2022,bison2
